AircraftType,V2,TakeoffDistance,WTC,RECATEU,MTOW,ROC_to_5000,IAS_to_5000,ROC_to_FL150,IAS_to_FL150,ROC_to_FL240,IAS_to_FL240,ROC_to_MACH,IAS_to_MCAH,TAS_Cruise,MACH_Cruise,Ceiling_Cruise,Range_Cruise,IAS_to_FL240_Dec,ROD_to_FL240,IAS_to_FL100_Dec,ROD_to_FL100,IAS_Approach,MCS_Approach,ROD_Approach,Vat,APC,LandingDistance,AircraftSubTypeList,Accomodation,Note,AlternativeName,Wingspan,Length,Height,PowerPlant,Pax,ADG,TaxiingSpeedMax,TaxiingSpeedNorm,setAccelerationOnRunwayMax,setDecelerationOnRunwayMax,AccelerationOnGroundMax,DecelerationOnGroundMax
MD11,160,3100,H,Lower,285990,2000,190,1131.7768,300,925.9992,300,514.444,0.8,500,0.42698852,FL410,7100,0.83,1000,300,1543.332,250,123.46656,771.666,81.796596,D,2100,M11/M1F/M1M,Flightcrew of two and 285 passengers in three classes. up to 410 in single class configuration.,Long range. wide-body airliner. In service since 1990. Modernised. slightly stretched and re-engined development of DC-10 trijet. with winglets and advanced EFIS flightdeck. Some models were built: MD-11ER for extended range.  MD-11F freighter and MD-11combi freighter/airliner. Production taken over by BOEING in 1998. Last delivery in 2001.,MCDONNELL DOUGLAS MD-11,51.7,61.2,17.6,3 x 274 kN GE CF6-80C2 or 3 x 267 kN P&amp;W PW 4460 or 4462 turbofans.,285,D,15.4332,7.71666,3,,1.028888,1.028888
MD81,130,,M,Upper,63503,3000,160,1337.5544,260,1131.7768,260,771.666,0.74,480,0.39097744,FL370,1570,0.76,1000,250,1183.2212,210,102.8888,771.666,64.3055,C,,MD81,2 flight crew and typically up to 146 in a 2 class configuration.,Originally known as the  DC9-Super 81. but renamed MD81. First flight was in October 1979 and was first delivered to Swissair in September 1980. The last delivery of a MD81 was to Scandinavian Airlines in the summer of 1992.,,32.82,45.01,9.02,Pratt &amp; Whitney JT8D-209 (82kN) later models of the MD81 were delivered with JT8D-217/-219 engines,146,C,15.4332,7.71666,3,,1.028888,1.028888
MD82,140,2052,M,Upper,67812,2500,170,1440.4432,290,1028.888,290,514.444,0.75,440,0.39097744,FL370,2052,0.75,1500,290,771.666,250,108.03324,514.444,69.964384,C,1585,M80,Flightcrew of two and 152 passengers in two classes. up to 172 in single class configuration.,Short to medium range airliner. In service since 1980.  Series -80. -81. -82 and 88 are very similar in terms of performance. ICAO designators MD80. MD81. MD82 and MD88. Produced until December 1999.,,32.8,45.1,9.05,2 x 89kN Pratt &amp; Whitney JT8D-217A/C&#13;&#10;,152,C,15.4332,7.71666,3,,1.028888,1.028888
MD83,140,2052,M,Upper,72575,2500,170,1440.4432,250,1028.888,250,514.444,0.75,440,0.39097744,FL370,2504,0.74,1500,290,771.666,250,108.03324,514.444,70.993272,D,1585,M83,Flightcrew of two and 155 passengers in two classes. up to 172 in single class configuration.,Short to medium range airliner. In service since 1980.  It has longer range and greater maximum take off mass than the other members of the MD80 family. Produced until December 1999.,MCDONNELL DOUGLAS MD-83,32.8,45.1,9.05,2 x 93.4kN Pratt &amp; Whitney JT8D-219,155,C,15.4332,7.71666,3,,1.028888,1.028888
MD87,140,1850,M,Upper,67800,3000,170,1388.9988,290,1286.11,290,514.444,0.74,440,0.39097744,FL370,2500,0.76,1000,290,1543.332,250,108.03324,771.666,72.02216,C,1430,MD87,Flightcrew of two and 117 passengers in two classes. up to 139 in single class configuration,Short to medium range airliner. In service since 1987.  Short fuselage development of the MD-83 with EFIS flight system. The MD-87 was the first aircraft of the MD-80/90 family with two flight management system controls and EFIS cockpit displays.,MCDONNELL DOUGLAS MD-87,32.9,39.7,9.3,2 x 68.9 kN P&amp;W JT8D-217C turbofans.,117,C,15.4332,7.71666,3,,1.028888,1.028888
MD88,140,2050,M,Upper,67815,2700,170,1440.4432,290,1131.7768,290,771.666,0.74,450,0.39097744,FL370,2055,0.76,1000,250,1183.2212,240,108.03324,771.666,66.87772,C,1585,MD88,2 flight crew and up to 172 passengers,The MD88 is an updated version of the MD82. with EFIS cockpit including a windshear warning system and an update of the cabin interior.&#13;&#10;The MD88 first flew in August 1987. with a first delivery in December 1987 to Delta Airlines.,,32.82,45.01,9.02,2 x Pratt &amp; Whitney  JT8D-219 (93.4kN) engines,172,C,15.4332,7.71666,3,,1.028888,1.028888
MD90,140,2200,M,Upper,74500,3200,170,1286.11,290,1286.11,290,514.444,0.74,440,0.39097744,FL370,2200,0.76,1000,290,1800.554,250,108.03324,771.666,70.993272,C,1600,M90,Flightcrew of two and 153 passengers in two classes. up to 172 in single class configuration.,Short to medium range airliner. In service since 1994.  More powerful. stretched development of DC-9 family. MD-90-30 standard version. MD-90-30T licence production by TRUNKLINERS. China. and MD-90-55 optimized for extended range. Short fuselage development MD-95. renamed by BOEING to 717-200.  MD-90-55: MTOW 78245 Kg.,MCDONNELL DOUGLAS MD-90<br />MD-90,32.9,46.5,9.3,30: 2 x 111.21 kN IAE V2500-D5 turbofans.  55: 2 x 124.55 kN IAE V2528 D5 turbofans.,153,C,15.4332,7.71666,3,,1.028888,1.028888
MG21,175,800,M,Light,9100,7000,205,2572.22,300,2057.776,300,1543.332,0.8,500,0.4372774,FL600,900,0.85,10000,350,3601.108,250,NaN,771.666,90.0277,E,800,MG21,Only pilot (two in tandem position in MiG-21US/UB/UBM).,Single seat fighter and close support aircraft. In service since 1955 (J-7 since 1967.MiG-21bis since 1972). Lightweight interceptor development. built in many versions. MiG-21R reconnaissance version. MiG-21bis improved multirole fighter development. MAPO upgrades MiG-21bis to MiG-21-93.  Israeli IAI to Mig-21-2000. with revised canopy. improved avionics and new radar since 1995. J-7/F-7 Airguard China´s licence development by CHENGDU. F-7 export- . J-7 China designation. F7-MG last version with cranked-delta wings and upgraded avionics. delivered from 1996.,,7.2,13.9,4.1,1 x 59.8 KN Liyang WP7B or 1 x 64.7 KN Liyang WP13 afterburning turbojet.,0,A,15.4332,7.71666,3,,1.028888,1.028888
MG23,150,500,M,Lower,17800,45000,180,18005.54,300,12861.1,300,10288.88,0.8,500,0.4629996,FL600,1000,0.9,15000,350,5144.44,250,92.59992,2572.22,80.767708,D,750,MG23,One or two pilots in tandem position.,Multi role fighter or ground attack aircraft. In service since 1970 (MiG-27 since 1974).  Various MiG-23 for different roles were built. MiG-27 single seat ground attack version. MiG-23U/UB two seat trainer. The MiG-23/27 has since mid-2000 been largely withdrawn from service on the European continent.,,14,15.7,4.8,MiG-23: 1 x 127.5 KN Tumansky R-35-300 afterburning turbojets. MiG-27: 1 x 112.8 KN Tumansky R-29B-300 afterburning turbojets.,0,A,15.4332,7.71666,3,,1.028888,1.028888
MG25,240,,M,Lower,36720,41000,210,12861.1,250,10803.324,250,8745.548,0.95,230,0.4372774,FL680,1390,0.95,30000,320,5144.44,250,133.75544,1286.11,95.17214,C,,MG25,1 pilot,Designed as a high-altitude interceptor. able to reach speeds of Mach 3.2 at 42000 ft not armed. and Mach 2.83 armed.&#13;&#10;It has a service ceiling of 67900ft. but has been flown to its absolute altitude of 123524ft which is a world record.&#13;&#10;The Mi-25 first flight was in 1964 and entered service in 1967.,,14.02,23.82,6.1,2 Soyuz / Tumanskii R-15Bd-300 turbojets with afterburner.,0,A,15.4332,7.71666,3,,1.028888,1.028888
MG29,140,600,M,Lower,21000,65000,170,25722.2,300,25722.2,300,15433.32,0.8,420,0.44242184,FL600,700,0.85,10000,350,5144.44,250,NaN,771.666,72.02216,C,600,MG29,1 pilot (Two in tandem position in MiG-29UB). ,Tactical counter-air fighter. In service since 1984 (MiG-29M since 1989).  Russias most important tactical fighter. Developed in several series: MiG-29UB two seater (first flight 25. Apr. 1986). MiG-29S with modified flight control system. MiG-29M advanced multirole development and MiG-33 with analog fly-by-wire flight control system.,,11.4,17.3,4.7,29/29S: 2 x 81.4 kN Klimov/Sarkisov RD-33 afterburning turbofans. 29M/33: 2 x 96 kN Klimov/Sarkisov RD-33K afterburning turbofans.,0,A,15.4332,7.71666,3,,1.028888,1.028888
MG31,150,1200,M,Lower,46200,10000,180,2572.22,300,2057.776,300,2572.22,0.8,500,0.4372774,FL670,900,0.85,10000,350,5144.44,250,NaN,771.666,87.45548,E,800,MG31,Flightcrew of two in tandem position.,Interceptor aircraft. In service since 1979.  Two seat interceptor development based on MiG-25. 280 aircraft were built for Russian Air Force. Improved development MiG-31M since 1984 (only 6 prototypes and one demonstrator were built).,MiG-31<br />MIKOYAN MiG-31,13.5,22.7,6.2,2 x 151.9 KN Aviadvigatel D-30F6 turbofans.,0,A,15.4332,7.71666,3,,1.028888,1.028888
MI2,,,L,Light,3700,900,30,NaN,,NaN,,NaN,,100,NaN,FL130,230,,,100,360.1108,60,NaN,360.1108,15.43332,A,,MI2,1 pilot and 8 passengers or 700 kg internal cargo or 800kg external cargo.&#13;&#10;Can also be equipped with 57mm rockets and a 23mm cannon,The Mi-2 was produced from 1965-1998 and a total of 5497 units were built.&#13;&#10;The first flight of the Mi-2 was in September 1961. and first delivery to the Soviet Air Force in 1965.&#13;&#10;Today the Mil-2 is still active in North Korea.&#13;&#10;,,14.5,11.4,3.75,2x GTD-350 400hp (298 kW) engines.,8,A,15.4332,7.71666,3,,1.028888,1.028888
MI8,,,M,Light,12000,700,60,NaN,,NaN,,NaN,,120,NaN,FL145,240,110,800,110,411.5552,80,NaN,308.6664,20.57776,A,,MI8,3 crew (pilot. co-pilot and flight engineer) and up to 28 passengers or 12 stretchers and 1 seat for a doctor/medical attendant or 3000kg internal/external load.,The Mil-Mi-8 first flew in July 1961 known initially as the V-8. and up till 2013 more than 17000 have been manufactured.&#13;&#10;It was introduced in the Soviet Air Force as the Mi-8 in 1967.&#13;&#10;The NATO reporting name is Hip.,,21.29,18.17,5.65,2 × Klimov TV3-117Mt turboshafts. 1.454 kW (1.950 shp) each,28,B,15.4332,7.71666,3,,1.028888,1.028888
MIR2,140,450,M,Lower,17000,55000,170,20577.76,300,18005.54,300,15433.32,0.85,505,0.44242184,FL540,1000,0.9,20000,550,5144.44,250,NaN,771.666,64.3055,C,900,MIR2,1 Pilot (2000C). otherwise 2 crew.,Multi-role nuclear and conventional strike fighter. In service since 1983.  Mirage 2000 combines the benefits of the delta wing layout with fly-by-wire technology. Developed in several versions: Mirage 2000B two seat trainer. 2000N-K1/K2 nuclear strike version (first flight 3. Feb. 1983) and 2000D (export 2000N-KL) conventional strike fighter (first flight 19. Feb. 1991). Latest model 2000-9 exported to several countries as well as being used by French Air Force.,,9.1,14.4,5.2,1 x 95.1 kN SNCEMA M53 - P2 afterburning turbofan.,0,A,15.4332,7.71666,3,,1.028888,1.028888
MRF1,140,700,M,Light,14900,40000,170,15433.32,300,10288.88,300,7716.66,0.8,525,0.44242184,FL660,1000,0.85,20000,400,5144.44,250,NaN,771.666,74.59438,C,600,MRF1,One pilot. &#13;&#10;Two in tandem position in F1B,Multi-role fighter. In service since 1973.  Improved development of Mirage 3 with advanced technology and swept wings.  Different versions for intercept. attack and reconnaissance role. Production ended in 1989.,,8.4,15.3,4.5,1 x 72.0 kN reheated SNECMA ATAR 9k-50 afterburning turbojet.,0,A,15.4332,7.71666,3,,1.028888,1.028888
MU2,120,650,L,Light,4050,1800,150,771.666,260,514.444,260,NaN,,280,NaN,FL290,1100,,,270,771.666,230,NaN,771.666,56.58884,B,600,MU2,One or two pilots and 7 passengers (11 in Marquise).,Utility transport aircraft. In service since 1964 (MU-2G since 1978).  Light twin turboprop transport aircraft development. built in several versions. Also used by Japan Air Self Defence Forces as SAR aircraft. MU-2G Marquise stretched more powerful export version built by Mitsubishi International in San Angelo. Texas. Production ceased in 1986.  Marquise: Length 12.01 m MTOW 5250 kg.,MITSUBISHI MU-2.Marquise.Solitaire (LR-1)<br />MU-2.Marquise.Solitaire (LR-1),11.9,10.1,3.9,MU-2: 2 x 605 SHP Garrett TPE331-25A or 2 x 724 SHP Garrett TPE331-G-251M turboprops with 3 blade propellers. Marquise: 2 x 715 SHP Garrett TPE331-10-501M turboprops with 4 blade propellers.,7,A,15.4332,7.71666,3,,1.028888,1.028888
N262,100,700,M,Light,10600,1500,130,514.444,160,411.5552,160,NaN,,210,NaN,FL260,550,,,200,514.444,190,87.45548,411.5552,46.29996,A,400,ND2,Flightcrew of two and typical 26 passengers. up to 29 in high density configuration.,Short range commuter airliner. In service since 1963.  Pressurized turbo-prop development of MH-260. Built in several versions. mainly used by French Military. Upgraded more powerful development Mohawk 298 since 1975. with new avionics and APU. Production ceased in 1978 after 110 aircraft including three Mohawk were built.,Mohawk 298<br />N-262.Fr&#8218;gate.Mohawk 298,21.9,19.3,6.2,Fregate: 2 x 1.140SHP Turbomeca Bastan VIC turboprops with 3 blade propellers. Mohawk: 2 x 1.180 SHP P&amp;W PT6A-45 turboprops with 5 blade propellers.,26,B,15.4332,7.71666,3,,1.028888,1.028888
NH90,,,M,Light,10600,1600,70,514.444,90,514.444,90,NaN,,150,NaN,FL200,497,,1000,150,514.444,80,NaN,514.444,7.71666,A,,NH90,2 pilots and 20 seated pax or 12 stretchers or 4000kg external slung load.,The first NH90 first flew in December 1995. however due to technical and financial difficulties during the development. the first NH90 was first delivered to the German Army at the end of 2006 ,,16.3,16.13,5.23,2 × Rolls-Royce Turbomeca RTM322-01/9 turboshaft. 1.662 kW (2.230 shp) each. or 2 × General Electric T700-T6E turboshaft. 1.577 kW (2.115 shp) each,20,B,15.4332,7.71666,3,,1.028888,1.028888
NIM,145,1500,M,Upper,85180,1800,175,668.7772,300,617.3328,300,257.222,0.7,420,0.37039968,FL420,4500,0.7,800,300,1543.332,250,118.32212,771.666,77.1666,D,1600,NIM,Two pilots and 10 operators. Max 26 POB.,Maritime patrol and ELINT aircraft. In service since 1969.  Developed for RAF as replacement for AVRO Shackleton. based on Comet 4 airliner. Upgrade Versions MR.2 and MR.2P. Nimrod 2000 a substantial rebuild of the MR.2P. with changes of the airframe. engines. cockpit. mission system and radar.,Hawker Siddeley Nimrod,35.1,38.63,9.45,4 x 66.3kN R-R RB 168-20 Spey Mk 250 turbofans. 2000: 4 x 66.3kN BMW R-R BR 710 turbofans.,26,C,15.4332,7.71666,3,,1.028888,1.028888
P180,120,900,L,Light,5240,3000,160,771.666,200,771.666,200,NaN,,300,0.3343886,FL410,1400,,,250,771.666,250,82.31104,771.666,61.73328,B,900,P180,One or two pilots and typical 7 passengers (5 in executive. 9 in airliner configuration).,Executive transport aircraft. In service since 1990.  Modern jet like performance development by PIAGGIO and GATES LEARJET. 30 P-180 delivered until 1995 including 3 for Italian Air Force. Production restarted for 12 aircraft for Italian Air Force.,P-180 Avanti,14,14.4,3.9,2 x 850 SHP P&amp;W PT6A-66 turboprops with 5 blade propellers.,7,A,15.4332,7.71666,3,,1.028888,1.028888
P28A,65,300,L,Light,1100,700,80,NaN,0,NaN,0,NaN,,110,NaN,FL120,500,,,110,257.222,110,30.86664,257.222,33.43886,A,300,P28A,One pilot and 3 passengers ,Light aircraft. In service since 1961 (PA-28-140 since 1964).  Replacement for PA-22 Tri-Pacer and Colt. Developed in many versions with fixed gear. Licence production by AICSA. Columbia. and CHINCUL. Argentinia. Also in licence production by EMBRAER and NEIVA. Brazil. as EMB-712 Carioquinha. Tupi. PA-28-140 two seat trainer version. Future developments PA-235/236 Cherokee.Pathfinder.Dakota (ICAO Designator: P28B) and EMB-710 Carioca by EMBRAER and NEIVA. Brazil.,Cruiser (PA-28),10.7,7.2,2.25,161 Warrior 2: 1 x 160 HP Lycoming O - 320 - A2B piston engine with 2 blade propeller. 181 Archer 3: 1 x 180 HP Lycoming O - 360 - A4M piston engine with 2 blade propeller.,3,A,15.4332,7.71666,3,,1.028888,1.028888
P28R,70,300,L,Light,1130,1000,100,NaN,0,NaN,0,NaN,,140,NaN,FL120,700,,,140,257.222,120,33.43886,257.222,36.01108,A,300,P28R,One pilot and 3 passengers.,Light aircraft. In service since 1976.  Retractable gear development of PA-28-180 Cherokee. Replaced by the stretched more powerful PA-28R-200 Arrow 2 and in 1975 by PA-28R-201 Arrow 3. Production ceased in 1982 and restarted in 1990 with Arrow 3. Licence production by AICSA. Columbia. and CHINCUL. Argentinia. also by EMBRAER and NAIWA. Brazil. as EMB-711B/C Carisco.  PA-28R-200: Length 8.3 m.,EMBRAER EMB-711B/C Corisco<br />NEIVA EMB-711B/C Corisco,9.1,7.4,2.4,180: 1 x 180 HP Lycoming IO-360-B1E piston engine with two blade propeller. 200: 1 x 200 HP Lycoming IO-360-C1C piston engine with three blade propeller.,3,A,15.4332,7.71666,3,,1.028888,1.028888
P28T,70,350,L,Light,1320,1100,100,360.1108,110,360.1108,110,NaN,,160,NaN,FL200,700,,,145,257.222,140,41.15552,257.222,36.01108,A,200,P28T,One pilot and 3 passengers.,Light aircraft. In service since 1979.  More powerful turbocharged development of retractable PA-28R-200 Arrow 3 with T-tail. Production ceased in 1982. resumed again in 1989 and ceased once more in 1992. Licence production by AICSA. Columbia. and CHINCUL. Argentinia. also by EMBRAER and NAIWA. Brazil. as EMB-711T/ST Carisco. Carisco Turbo.,EMB-711T Corisco,10.8,8.3,2.5,1 x 200 HP Continental TSIO-360 -FB turbocharged piston engine with 2 blade propeller.,3,A,15.4332,7.71666,3,,1.028888,1.028888
P3,120,1290,M,Lower,61235,1500,150,617.3328,250,514.444,250,514.444,0.68,330,0.34982192,FL280,3800,0.68,1500,250,771.666,200,87.45548,771.666,66.87772,C,1673,P3,2 Pilots. Flight Engineer. Navigator. Flight Director (meteorologist). 2 or 3 Engineering/Electronic specialists Radio/Avionics specialist. and a up to 12 Scientist or Media personnel,Maritime patrol aircraft. In service since 1962.  Developed for US NAVY to replace the LOCKHEED P2V/SP-2 Neptune. based on shorter L-188 Electra airliner. More than 700 Orions were built in many versions for different operators. ,,30.37,35.61,10.27,4 x 4.910 SHP Allison T56-A-14 turboprops with 4 blade propellers. 2000: 4 x Allison 2100 turboprops.,0,C,15.4332,7.71666,3,,1.028888,1.028888
P32R,75,500,L,Light,1640,1000,105,308.6664,130,0,130,NaN,,160,NaN,FL200,800,,,160,257.222,160,46.29996,257.222,38.5833,A,550,P32R,One pilot and 5 (optional 6) passengers.,Light aircraft. In service since 1977.  Retractable gear development of PA-32 Cherokee six. Replaced by Lance series in 1979 and later by Saratoga SP. Licence production by CHINCUL. Argentinia. AICSA. Columbia. and by EMBRAER/NAIVA. Brazil. as EMB-721 Sertanejo.,,11,8.6,2.6,1 x 300 HP Lycoming IO-540-K1G5 piston engine with 2 or 3 blade propeller.,5,A,15.4332,7.71666,3,,1.028888,1.028888
P46T,80,460,L,Light,2200,1400,110,514.444,170,411.5552,170,NaN,,220,0.21092204,FL300,1000,,,230,771.666,200,NaN,771.666,38.5833,A,450,P46T,One pilot and 5 passengers.,High performance light aircraft. In service since 2000.  Turboprop development of PA-46 Malibu with EFIS cockpit.,PA-46T Malibu Meridian,13.1,9,3.5,1 x 1.209 SHP P&amp;W PT6A-42A turboprop with Hartzell 3 blade constant speed propeller.,5,A,15.4332,7.71666,3,,1.028888,1.028888
P808,100,900,M,No,8170,5000,130,1028.888,300,771.666,300,514.444,0.65,420,0.34467748,FL450,1150,0.67,1200,300,1543.332,220,56.58884,771.666,54.01662,B,800,P808,Flightcrew of two and 7 passengers. 10 troops or 3 patients.,Commuter airliner and utility transport aircraft.First prototype flew in August 1965. Operated by Italian Air Force as transport and EW (Electronic Warfare) aircraft.,,13.2,12.8,4.8,2 x 15.24 kN Rolls Royce (Bristol Siddeley) Viper Mk525 turbojets.,7,A,15.4332,7.71666,3,,1.028888,1.028888
PA18,45,60,L,Light,680,1000,75,360.1108,75,360.1108,75,NaN,,100,NaN,FL190,400,,,100,257.222,90,30.86664,257.222,23.14998,A,100,PA18,Pilot and one passenger in tandem position.,Light utility aircraft. In service since 1950.  Improved. more powerful development of PA-11 Cub and PA-14 Cub Cruiser. Built in a few versions with different powerplant. PA-18-135 (135 HP) since 1952. PA-18-150 (150 HP) since 1954. Production ceased for first time in 1981 after 7500 aircraft were built. In a second production from 1982 to 1988. 250 aircraft were built. Approx. 100 aircraft were built in a third production from 1988 to 1994. Several thousend aircraft used by many military forces.,Super Cub<br />Super Cuby,10.7,6.8,2,1 x 90 HP Continental C90-12F or C90-8F or 1 x 150 HP Lycoming O-320 piston engine with two blade propeller.,1,A,15.4332,7.71666,3,,1.028888,1.028888
PA23,110,380,L,Light,2177,2200,160,514.444,140,514.444,140,NaN,,160,NaN,FL190,780,,,160,771.666,140,48.87218,771.666,43.72774,A,510,PA23,1 pilot and 5 passengers.,The PA23 was the first twin designed by Piper. Originally it was designed as a low wing aircraft with twin tail. however this aircraft performed badly. so a redesign was made. which was named the Apache. &#13;&#10;This aircraft entered production in 1954. &#13;&#10;In 1958 an upgraded version with 250hp engines and swept tail was introduced. This version was named Aztec. The Aztec continued in production untill 1982.,,11.34,9.52,3.15,2x Lycoming IO-540-C4B5 . 250hp each with Hartzell HC-E2YK-2RB constant speed propeller.&#13;&#10;&#13;&#10;,5,A,15.4332,7.71666,3,,1.028888,1.028888
PA27,82,300,L,Light,2360,1500,105,308.6664,120,51.4444,120,NaN,,170,NaN,FL170,710,,,170,411.5552,170,38.5833,257.222,36.01108,A,500,PA27,One pilot and  5 passengers.,Light twin aircraft. In service since 1960.  PA-23-250 Aztec more powerful turbocharged development of PA-23-150/160 Apache. &#13;&#10;Production ceased in 1982 after 4929 aircraft were built including a small number for military operators.,PIPER PA-23-235/250 Aztec.Turbo Aztec<br />PIPER U-11.E-19.UC-26,11.4,9.5,3.1,2 x 235 HP Lycoming O-540-B1A5 piston engines or  2 x 250 SHP Lycoming TIO-540-C1A turbocharged piston engines with 2 blade propeller.,5,A,15.4332,7.71666,3,,1.028888,1.028888
PA31,90,400,L,Light,2950,1200,120,411.5552,140,257.222,140,NaN,,210,NaN,FL240,890,,,200,411.5552,190,NaN,257.222,46.29996,A,575,PA31,One pilot and 5 passengers (9 in Chieftain).,Corporate twin and commuter aircraft. In service since 1965 (Chieftain since 1973). Commuter and airliner development. Basic for a large series of developments that led to Cheyenne 400LS. PA-31-350 Chieftain improved. stretched version for 9 passengers with more powerful counter rotating engines. Production of the Navajo ceased in 1983 (1800 aircraft built) and of the Chieftain in 1984 (1825 aircraft built). Pressurized versions PA-31P Pressurized Navajo and PA-31P-350 Mojave. The PA-31-310 Navajo has 3 square and one rounded cabin windows. the PA-31-350 has 4 square cabin windows. Chieftain: Length 10.6 m MTOW 3200 Kg.,Navajo Chieftain<br />NEIVA EMB-820 Navajo,12.4,9.9,4,PA-31: 2 x 310 HP Lycoming TIO-540-A turbocharged piston engines with 3 blade propellers. Chieftain: 2 x 350 HP Lycoming TIO-540-J2BD turbocharged piston engines with 3 blade propellers.,5,A,15.4332,7.71666,3,,1.028888,1.028888
PA32,75,500,L,Light,1640,1100,105,308.6664,120,308.6664,120,NaN,,150,NaN,FL160,700,,,130,411.5552,120,46.29996,257.222,41.15552,A,550,PA32,One pilot and 5 passengers. Optional 6 passengers.,High performance light aircraft. In service since 1965.  Modified. more powerful. fixed gear. 6 seat development of PA-28 Cherokee. Replaced by Saratoga series in 1979. Production ceased in 1985. Retractable gear version PA-32R Cherokee Lance (ICAO Designator: P32R) and T-tail version PA-32RT Lance 2 (ICAO Designator: P32T).,,10,8.4,2.9,1 X 300 HP Lycoming IO-540 piston engine with 2 blade propeller.,5,A,15.4332,7.71666,3,,1.028888,1.028888
PA34,80,300,L,Light,2100,1300,110,411.5552,140,51.4444,140,NaN,,160,NaN,FL190,980,,,160,411.5552,140,46.29996,257.222,41.15552,A,400,PA34,One pilot and 5 passengers.,Light twin aircraft. In service since 1971.  Twin-engine development of PA-32R. First version PA-34-200 Seneca replaced by 200T Seneca II in 1974. Further development 210T Seneca III introduced in 1981. replaced by 220T Seneca IV in 1994. Licence production by CHINCUL. Argentinia. AICSA. Columbia. and by EMBRAER/NAIVA. Brazil. as EMB-810 Seneca. Seneca II built by PZL-MIELEC. Poland. as M-20 Mewa. Gemini. Latest model Seneca V (introduced in 1998) with Continental TSIO-360-RB engines and five seats.,PZL-MIELEC M-20 Mewa.Gemini,11.9,8.7,3,2 x 200 HP Lycoming IO-360-A1A piston engines or 2 x 200 HP Continental TSIO-360-E turbocharged piston engines with 2 blade propellers. &#13;&#10;Seneca III &amp; IV: 2 x 220 HP Continental TSIO-360-KB turbocharged piston engines with 3 blade propellers.&#13;&#10;Seneca V: 2x 220HP Continental TSIO-360-RB with 3 blade propellers,5,A,15.4332,7.71666,3,,1.028888,1.028888
PA38,60,250,L,Light,760,600,75,51.4444,90,51.4444,90,NaN,,95,NaN,FL110,450,,,100,257.222,75,NaN,257.222,30.86664,A,200,PA38,Pilot and trainee side by side.,Light aircraft and basic trainer. In service since 1978.  Two seat trainer with a T-tail. 2497 aircraft were built between 1978 and 1983.,PA-38 Tomahawk<br />PIPER PA-38 Tomahawk,10.4,7,2.8,1 x 112 HP Avco Lycoming O-235-L2A or L2C piston engine with two blade propeller.,0,A,15.4332,7.71666,3,,1.028888,1.028888
PA44,75,300,L,Light,1720,1300,110,411.5552,120,411.5552,120,NaN,,160,NaN,FL180,800,,,160,411.5552,160,NaN,257.222,41.15552,A,400,PA44,One pilot and 3 passengers.,Light twin aircraft. In service since 1978.  Twin engine development of PA-28 Archer with new T-tail and semi-tapered wings. Turbocharged version PA-44-180T since 1980. Production ceased in 1981. restarted in 1988 and ceased once more in 1990. PA-44-180 is back in production since 1995. Licence production by AICSA. Columbia.  PA-44-180T: MTOW 1780 kg.,PIPER PA-44 Seminole.Turbo Seminole<br />Seminole (PA-44),11.8,8.4,2.6,PA-44-180: 2 x 180 HP Lycoming O-360-E1AD piston engines with 2 or 3 blade propellers. PA-44-180T: 2 x 180 HP Lycoming TO-360-E1A6D turbocharged piston engines with 2 blade propellers.,3,A,15.4332,7.71666,3,,1.028888,1.028888
PA46,80,450,L,Light,1950,1600,110,514.444,170,308.6664,170,NaN,,200,0.21092204,FL250,1000,,,200,411.5552,160,46.29996,257.222,38.5833,A,450,PA46,One pilot and 5 passengers.,High performance light aircraft. In service since 1983.  First pressurized. cabin class piston single engine aircraft. replaced by the more powerful PA-46-350P Malibu Mirage in 1988. Turboprop development PA-46T Malibu Meridian (ICAO Designator: P46T).   310P: Length 8.66 m Height 3.44m MTOW 1860 kg.,,13.1,8.7,3.5,310P: 1 x 310 HP Continental TSIO-520-BE turbocharged piston engine with 2 blade propeller. 350P: 1 x 350 HP Lycoming TIO-540-AE2A turbocharged piston engine with 2 blade propeller.,5,A,15.4332,7.71666,3,,1.028888,1.028888
PAY2,100,650,L,Light,4080,2800,130,771.666,230,514.444,230,NaN,,215,NaN,FL290,1480,,,210,771.666,200,56.58884,771.666,51.4444,B,750,PAY2,One pilot and 5 (optional 7) passengers.,Light business and executive transport aircraft. In service since 1974.  Turbo-prop development of PA-31P Mojave. Cheyenne 2 XL with extra cabin window on the left side.  Less powered and less expensive version PA-31T1 Cheyenne 1 (ICAO Designator: PAY1) since 1978. Further stretched T-tail version PA-42 Cheyenne 3 (ICAO Designator: PAY3). Licence production by CHINCUL. Argentinia. and AICSA. Columbia.,PA-31T-620/T2-620 Cheyenne 2<br />PIPER PA-31T-620/T2-620 Cheyenne 2,13,10.5,3.9,2 x 750 SHP P&amp;W PT6A-135 turboprops with 3 blade propellers. Cheyenne 1: 2 x 620 SHP P&amp;W PT6A-28 turboprops with 3 blade propellers.,5,A,15.4332,7.71666,3,,1.028888,1.028888
